State,District,Latitude,Longitude,District code,Population,Male,Female,Male_Literate,Female_Literate,Male_Workers,Female_Workers,sex_ratio,literacy_rate,male_to_female_working_ratio,ownership_ratio,electric_lighting_ratio,internet_access_ratio,bathing_facility_ratio,latrine_facility_ratio,lpg_or_png_ratio,urban_to_rural_ratio
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,2050386,2002642,1158386,782260,1140067,942434,98.0,48.0,120.97048705797965,1211.9982442332143,75.0306678613684,0.6091988732840601,50.31014390875384,22.872432587634837,13.548610664198058,18.970438052070584
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,1523030,1510258,953406,683731,837874,604329,99.0,54.0,138.64534053470874,633.4901525658807,76.6309058560545,1.0942402538485323,53.45823005530127,37.23559556576086,20.6649838049908,32.928158368609274
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,1759772,1729037,1160757,840262,976428,765265,98.0,57.0,127.59344802127369,737.3987128290621,76.55414443365598,0.7483483471831935,46.54251423704843,34.50259327194581,22.19514868512819,23.687108880101356
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,1250641,1300694,790214,599596,684320,576756,104.0,54.0,118.64982765675607,522.7986835238106,75.78988141019411,0.7303921432518208,59.529528056443304,34.0863087222233,25.925380884023003,27.449152017552397
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,1714764,1682684,1107686,796749,991842,708725,98.0,56.0,139.94737027761118,563.8206045359852,70.22467416040273,0.5655701905615704,48.59600487322713,29.545732478219893,26.751902167666596,24.509723109471704
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,1341738,1361376,857824,637557,766483,523805,101.0,55.0,146.32983648495147,897.1812770960394,68.19674747018071,0.4419149945259276,19.734252622900684,16.221205714311044,16.572255539450996,19.884902331710844
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,1161477,1182997,707503,530885,679289,478673,102.0,53.0,141.91086608185546,755.3719372466066,70.4104259560195,0.5941183220059932,32.35243104198187,17.516550724869713,18.726935053914936,26.509220906798458
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,1759281,1753295,1179790,885233,960926,744729,100.0,59.0,129.03029155572028,650.4912010934563,79.09143093467254,1.2370736217355134,48.22380793648823,37.11440543196811,22.66971796211414,37.99058436509045
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,1964918,1972048,1379223,1273166,1199338,573774,100.0,67.0,209.02620195407948,402.0114638532781,81.04056296928708,0.9596791406371951,57.35512428840389,55.33939988595349,34.67061900499193,24.65840328417332
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,76948,71278,44027,29147,39329,23637,93.0,49.0,166.38744341498497,347.67823234938714,36.55561122244489,0.4258517034068136,24.35120240480962,49.11322645290581,11.928857715430862,19.442283525821317
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,38775,39915,21599,16850,16424,15286,103.0,49.0,107.44472065942692,598.361469712016,26.970280961557968,0.28907597119383305,22.705142509382288,23.851303377624504,18.171214119079014,35.95807763910915
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,50116,49098,34210,28366,23591,16631,98.0,63.0,141.84955805423607,210.94599492569773,49.03690431067158,1.55060128872196,28.94111160883498,40.436235829227115,16.767168602046794,48.84854080114889
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,45318,46758,20258,16348,18429,19615,103.0,40.0,93.95360693346927,3770.2439024390246,19.857831937039858,0.4823559279004823,11.033257171871034,20.644833714140645,2.9753744605229753,5.870020964360587
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,76221,69505,48380,34682,38910,22035,91.0,57.0,176.58270932607218,241.23539232053423,38.15125302973027,0.6937804362811589,26.2524738164595,38.52927442129372,14.562718196170865,33.84624542397095
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,28053,26027,18087,13762,14102,8224,93.0,59.0,171.4737354085603,139.73718791064388,37.191222570532915,1.297805642633229,31.003134796238246,38.5141065830721,19.235109717868337,32.916666666666664
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,41843,41187,29470,24587,17339,12863,98.0,65.0,134.79748114747724,367.7008491182234,53.21378370319888,1.6228649316352175,37.500532436001194,47.84256932316735,17.936704008178218,29.62124558303887
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,89182,87391,65794,55254,41263,24509,98.0,69.0,168.35856216083886,117.7617667789177,60.487640627475834,4.906116304864523,45.65837426715259,50.91506892726984,45.48803676121059,148.61138467598977
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,29151,20826,17720,8353,19554,9007,71.0,52.0,217.09781281225716,319.5876288659794,65.50599302078592,0.7282658170232135,27.021696252465482,53.299954483386436,28.78167197693825,22.851817334575955
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,57604,54371,29313,18661,27545,22624,94.0,43.0,121.75123762376239,615.9611650485436,64.30979133226325,0.39325842696629215,26.41252006420546,67.96548956661316,12.45585874799358,35.28773072747014
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,18699,16621,10723,7472,9968,7676,89.0,52.0,129.85930171964566,515.090735434575,57.65045112082598,0.9022416519393546,25.24416333364338,41.04734443307599,13.98939633522463,25.463881433072704
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,41758,41690,24807,20471,17898,15472,100.0,54.0,115.6799379524302,820.7951070336392,27.963984594566462,0.7234308316852295,26.059123555740605,34.65181638388675,16.25377329030915,32.127630312199145
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,46155,37792,29566,18926,28313,14180,82.0,58.0,199.6685472496474,162.2602384655262,58.640214920438105,0.834883240338913,30.67162636908452,34.11035337879727,29.48129778879934,35.25071272849237
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,58168,54106,36777,27969,29156,20021,93.0,58.0,145.62709155386844,317.99914493373234,46.154346060113724,0.9845653939886271,34.74248578391552,51.34037367993501,19.870024370430546,38.177981321839084
Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,867004,826618,499038,398020,445297,116527,95.0,53.0,382.1406197705253,4277.508196721311,16.98182349748989,0.41611515055638876,19.454484651999174,48.761166323909,10.173795158406108,11.671127867635384
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,375818,362986,237114,196964,197542,58264,97.0,59.0,339.0464094466566,1119.1971350045806,22.625945470137438,1.144773200600745,21.32554119232462,38.42544908413606,13.583462269672811,21.146309152773426
Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,886284,850333,639946,534182,469752,138310,96.0,68.0,339.6370472127829,1289.8173878523223,32.219183748506296,1.2216196341575514,36.599411710635174,68.48998069675521,14.278656126482215,25.68632717841185
Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,475273,453227,268666,218373,246864,77979,95.0,52.0,316.5775401069519,4768.250197941409,15.740580382811581,0.40387106606721024,16.20645223860952,32.93315691395399,6.122491392627794,7.518704588536294
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,351249,334884,237761,185267,186577,130223,95.0,62.0,143.27499750428112,2041.8114973262032,12.352034066117005,0.5222069376418327,16.534508591005075,25.40720750716282,7.24912600432836,7.793802359296934
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,676434,649901,491361,393170,368013,192544,96.0,67.0,191.131897124813,511.8405535026339,36.25452568200204,2.338633741363076,47.14905242496983,56.95290638303516,20.235799636619234,25.73369528967624
Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,513292,494891,304302,259275,267118,95455,96.0,56.0,279.836572206799,3968.0575839766325,29.331180020439067,0.508738820054156,22.44604906867974,48.229857448697196,8.002193096966217,17.280083985827392
Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,543161,523727,396475,325289,309104,170824,96.0,68.0,180.94881281318783,1550.6425702811246,25.175567057902736,0.9395168810363119,37.76411491884323,46.99816254589814,12.501108281384235,11.673204890523161
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,337890,321406,226836,180530,170792,43448,95.0,62.0,393.09519425520165,3143.3395872420265,25.164607763215653,0.6903549826983701,27.976193869465334,68.00481139228239,6.290724388172183,10.176176867757434
Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,556805,535451,432335,362594,320746,177872,96.0,73.0,180.32405325177655,927.932062260491,33.24572250336371,1.539136166295342,39.71603196478862,42.33509644454371,19.51197590112051,28.227569587538852
Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,778461,739081,550219,445100,428492,200462,95.0,66.0,213.752232343287,3778.201844262295,28.1257696601411,0.7156256833431159,28.674515761488795,41.616315068650806,16.175119980664988,11.226177431412507
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,490167,466146,314253,242961,246193,137248,95.0,58.0,179.37820587549544,941.4705168648386,21.32191271611383,0.7604517629193756,20.50807510400354,38.33183062054129,7.419842136066689,17.239940470395148
Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,625864,602822,435942,359355,319798,79373,96.0,65.0,402.90527005404863,2257.5989032510774,24.080572902525116,0.6560548465924518,33.553149606299215,71.35962530545751,9.591705131686124,12.481627822634522
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,452905,434237,275220,214085,236322,104809,96.0,55.0,225.47872797183447,4080.784780023781,18.635563102729144,0.5486214647021994,12.671444207719437,23.661890627041,6.796510082833733,8.353018116507888
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,529674,512463,375552,307934,282250,147745,97.0,66.0,191.03861382787912,1481.5346175546063,18.3866826455404,0.5940237792475902,22.536310770797694,35.97411666407467,9.789804624725171,11.831304840079254
Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,1439112,1384656,921850,788866,766728,213270,96.0,61.0,359.5104796736531,1555.244114683521,24.478812790530352,0.6407777923759831,31.303640583844793,52.85772380612749,11.162121411187648,18.39795318215286
Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,396006,375633,293184,238587,210202,57421,95.0,69.0,366.0716462618206,3304.1380836468243,28.589543993571713,0.6825867148788001,33.83847261282978,43.357439400026784,15.840113164590866,13.40161172439323
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,983904,940206,620525,488047,537195,233411,96.0,58.0,230.14982155939526,1469.1057648660917,24.343756445615885,0.7954688575219995,32.48152332833808,41.77799519214096,12.785729018550596,13.350850876739253
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,680231,647698,453449,344873,366623,190573,95.0,60.0,192.37929822167882,481.0662800998631,42.3773760920721,1.3456005282825054,43.88701672370511,57.009438857065,18.466565692034358,31.272359513456987
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,1463333,1348236,727643,468125,708391,361502,92.0,43.0,195.95769871259355,8893.532740501214,6.155495582091759,0.36415394284446745,31.999334541018154,7.472052144683296,2.41783430071352,6.708483736710259
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,1318684,1221389,868733,597269,599157,238613,93.0,58.0,251.0998981614581,5583.861415457507,9.31411678682246,0.4948700704173712,34.885825806573266,17.66803478756414,5.05052409715544,11.442220359521913
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,1924469,1776813,1430936,1072901,1015864,559215,92.0,68.0,181.65893261089207,420.1512191592504,60.20403786210644,2.375369204560774,62.949122283818724,36.8091329871764,25.157384295478035,77.44681390893983
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1067140,967623,590961,374360,517817,253263,91.0,47.0,204.4582114244876,9993.85729613734,14.04178375846664,0.3837008214440121,19.912136114713935,10.483093745496468,3.481004107220061,4.344883976654355
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,1567660,1402881,918507,630166,715345,222837,89.0,52.0,321.01715603782134,5262.235594456601,16.407974101209746,0.6330209575736923,26.33825183165786,25.443789401942407,6.746362242289998,23.42755523851024
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,1615663,1422103,937669,635397,740056,243472,88.0,52.0,303.9593875271078,4014.5988112927193,26.721436215573192,1.0355792829026842,31.956898835049856,29.082263025502137,9.68229885127863,25.000430599758484
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,1430380,1298027,973486,625665,640283,182210,91.0,59.0,351.39838647714174,4168.893506493507,12.140988851926153,0.7151410259665929,42.27399609709978,22.07013890652378,8.939360494758041,17.80379649253611
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,887977,818375,593544,396263,402180,136142,92.0,58.0,295.41214320342,5404.239084357779,13.972515142369652,0.5330831269030679,39.07612869296025,19.37087824249904,8.17613257753461,11.83116570649486
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,2059949,1877436,1125566,691068,947927,275713,91.0,46.0,343.80932346316644,7404.173339613754,12.709718533618295,0.6263008458053302,24.699689741730683,20.197603900617626,5.934898620043821,10.53149671397108
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,2266566,2124852,1368803,928810,1076170,587892,94.0,52.0,183.05573132480114,3549.498773594966,13.94515157181226,0.8489656017860968,32.30935731966601,20.708024433764958,7.149588085753451,15.982156834303
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,1267666,1294346,793905,589093,539586,188615,102.0,54.0,286.07798955544365,7568.421052631579,12.521252287666634,0.6690635276451201,37.729804460904816,15.237574405567647,5.629916001573843,7.391190580026167
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,916064,844341,534385,324203,452288,275283,92.0,49.0,164.2992847360716,5611.3810502709775,9.147045632918488,0.515472586612849,17.986881937436934,12.818981948648952,3.639421459804911,9.466139321098835
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,585582,539731,374412,244469,266423,98955,92.0,55.0,269.2365216512556,4187.300832342449,12.868728816715707,0.5149167566762263,34.81135237811464,23.48271816454989,7.219542627285932,15.07125254473374
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,1600430,1470599,762256,517934,760522,253044,92.0,42.0,300.54931158217545,5266.566451498807,8.251249881447558,0.3984716896771309,27.212730499817088,14.635197203517281,4.412860568780739,10.451160674735721
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,883786,783100,461153,306875,398216,162589,89.0,46.0,244.92185818228785,9760.388821385177,10.296602762076802,0.4003009858045163,22.491341591019072,19.777148894231868,3.9019211913768075,5.6214141976365815
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,866970,823430,439921,305135,421192,107872,95.0,44.0,390.4553544942154,6843.90703517588,13.190609906772998,0.24553521284960125,24.359204762439628,7.830618892508142,2.6316971807255984,10.790879880933716
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,526345,474567,305182,202088,240494,86082,90.0,51.0,279.37780256034944,4614.692218350755,21.42647306701341,0.5711671362180645,29.212357629608228,25.19492402899179,6.230826651255749,18.05926700856256
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1047559,954203,517666,316911,496046,281500,91.0,42.0,176.2152753108348,12833.365885416666,4.5535962749716825,0.27377233586398003,27.2455406660683,10.266560580703068,2.4108427171071454,4.935448447184532
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,2329313,2158066,1340085,815253,1105947,530991,93.0,48.0,208.2798013525653,10522.152199762188,10.404340246843732,0.48852575253539265,21.666608497905006,15.337541077861031,4.325000505149772,3.9362246456500487
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,729041,638724,473741,328076,327453,99205,88.0,59.0,330.0771130487375,2221.9370416741194,29.364448181053877,0.8611874843781955,35.56415408536566,33.23508503130853,15.951607301103996,38.591692497334456
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,2527497,2273565,1487117,1022115,1195308,352278,90.0,52.0,339.30816003270144,4057.8757675536176,16.138285536638573,0.9192473784922914,30.944064377690072,22.917042614128714,7.843172287862897,12.085784033948336
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,1497060,1380593,919558,600375,703405,342015,92.0,53.0,205.6649562153707,2646.442417331813,16.439773425679828,0.673949953215938,29.237687359222136,24.271765940229916,7.096420573311517,19.94044435281372
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1144668,1074478,659474,431538,539439,277602,94.0,49.0,194.3210063328074,4363.041785621594,7.3344097308849205,0.4333049327565348,31.081450029891215,18.19292307837147,4.830137876170347,11.941214751113815
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,2061110,1873932,1091226,668255,999282,479665,91.0,45.0,208.32914638341342,8780.417193426043,6.147196875660963,0.3733439870787729,28.937523901492735,12.004905280654265,4.103472366135617,11.509039753952882
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,3078512,2759953,2028047,1431632,1436411,445475,90.0,59.0,322.4448061058421,796.574566540581,45.19144793710241,3.3627139709807663,46.50837042411581,41.945584392617434,26.552234785066286,83.90737867235266
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,2681209,2418162,1407603,869354,1260774,476765,90.0,45.0,264.4434889306052,10190.757719464644,6.028098808112073,0.6205856933250257,31.440435752617933,14.43305931300625,4.209434606958375,8.891583352301577
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,1699370,1565249,805261,527065,803275,340043,92.0,41.0,236.2274771131886,7156.410550458716,10.77616216459887,0.5221664020355724,29.303051856007293,10.99103927392574,4.218403297787617,12.029088991045764
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,1543546,1416372,1061783,738049,707939,216940,92.0,61.0,326.3293998340555,2711.597374179431,18.894979286617623,0.7555163051075467,40.86136094898374,21.157745686699197,6.8511218446833455,18.67314099023582
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,997174,903487,506374,298622,456724,193174,91.0,42.0,236.43140381210722,6619.259122742352,8.783144995612888,0.3543680966736563,24.09639322111677,13.086337920148205,4.599774377147082,8.793692837876256
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,2230003,2031563,1293575,849305,1037576,305824,91.0,50.0,339.27226116982314,7627.7634725032185,8.331653201951791,0.5091508000738311,20.21145991585145,15.093637744743083,4.365785899201582,4.2928826757514225
Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,2022821,1929041,1285767,871687,857660,182571,95.0,55.0,469.76792590279945,7168.210862619809,12.189341350939145,0.5798447060396954,35.57718274431536,17.685456429987834,6.6641633081368585,10.879295274787793
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,329743,306599,196431,132245,151569,73086,93.0,52.0,207.3844511944832,4735.488437942426,15.127640645968727,0.47573093683559764,26.401182164990427,22.63227732625643,5.128997723126102,22.48067742143998
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,346673,309573,171645,112053,166693,49679,89.0,43.0,335.54016787777533,17744.578313253012,6.026506024096386,0.28795180722891567,31.396385542168677,18.312048192771087,2.399397590361446,4.742434567527321
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,1803252,1620322,885188,551606,865929,248654,90.0,42.0,348.24655947622,10510.939323220537,7.732296805933505,0.40375091602447716,25.39499908981007,17.782777339538182,4.605210954019072,6.152653184589505
Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,1675090,1655374,1115906,814269,730396,202020,99.0,58.0,361.54638154638155,8430.518355128408,7.8495251878785,0.568528942482784,41.02780067974353,18.48712580000356,6.2849584502322156,6.617719133489536
Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,1155283,1073793,647672,385611,551718,325964,93.0,46.0,169.25734130149343,8486.052475833498,8.503221119076423,0.30744773388523955,25.4125132060883,7.957480561637855,2.018156913324735,4.860323578903592
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,1844535,1650486,1152576,774164,858648,201696,89.0,55.0,425.71394574012373,9026.413722924843,9.323384979708608,0.6406405873115871,27.820849721168177,22.89577536823515,6.299854424082758,7.363470357505967
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,580663,474787,465346,340092,328159,75977,82.0,76.0,431.9188701843979,101.50937242360274,77.48980282672011,14.841788803721592,70.65158010101653,69.04818562374525,56.42178927294238,3248.299854112894
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,698487,714712,382335,268528,404364,322167,102.0,46.0,125.51378632820867,2168.766978569273,42.45567827124386,0.47991080445654544,13.02114893124241,16.785028506486334,5.945023012557935,17.34818677411709
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,192764,189192,155599,132021,111543,94328,98.0,75.0,118.25014841828514,1846.5298142717497,48.129161725804984,0.9571589285171335,37.163185259509255,34.548937334671166,10.497126698896288,7.862493276836899
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,1351574,1312055,932474,664086,715467,487730,97.0,60.0,146.6932524142456,1491.9410998591286,70.43911272068809,1.161009804745421,18.425575286728492,23.213554782693553,10.534883153566113,34.23636178388449
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,397897,401884,303924,242909,226382,176513,101.0,68.0,128.25231002815656,2482.985834792297,70.75508003097667,0.4827039020149087,13.797920002280492,23.77079166290544,6.9212898076310925,24.774585183384808
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,1682101,1661771,1284612,1018766,921729,575076,99.0,69.0,160.27951088203994,778.6917435849485,69.53313503678147,1.8275816388111716,26.65862006886408,25.877926468739986,14.628012803601495,65.56234159655673
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,424747,426922,280656,214759,263645,223715,101.0,58.0,117.8486020159578,2446.903498026405,33.91595109367822,0.2504505459556875,6.043941482031167,11.988939538499594,2.927665288526096,10.075363446297466
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,612915,593725,433391,315368,333329,187857,97.0,62.0,177.43762542785205,794.0813052530975,60.83817070641179,1.3659879814701805,20.292917845322304,23.40396749766273,13.033701785343887,61.01462744073031
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,334737,324180,229923,167900,185483,121588,97.0,60.0,152.55041615948943,696.6595673130815,44.06188916113757,0.9178757261239435,21.127109544916443,19.621727280235664,14.09850507942626,49.045563470439554
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,511967,520787,364089,273874,291858,207402,102.0,62.0,140.7209187953829,3112.157468159012,68.41905289357852,0.3094340351679348,8.516358788924773,15.503900929590072,4.25029059752002,13.01852667280462
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,750278,743706,542756,408883,429211,260956,99.0,64.0,164.47638682383237,1676.0515021459228,70.63357059365765,0.7939826473690712,12.022113675887827,16.608777048152128,6.59775347100134,18.80952246540852
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,1344345,1289855,1059692,880302,753843,319126,96.0,74.0,236.22111642423368,387.4967576748973,57.05839662658442,4.021780385974132,57.05923080452291,38.56581872479218,34.23017888945891,64.81882488811895
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,2048186,2015686,1493158,1136591,1099964,657700,98.0,65.0,167.2440322335411,850.583160800552,68.18493214787085,1.896209639681797,24.286569957884886,24.996724379971923,15.583060364997662,58.64908485387507
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,1193129,1166757,694686,493255,649888,505919,98.0,50.0,128.45692689936533,2634.356451526656,42.84814722655278,0.46329915719163184,10.005535214629218,22.13002506927482,4.982200984151005,12.39868644358024
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,124659,66514,104316,46032,94502,11019,53.0,79.0,857.6277339141482,43.955453378317856,69.28769397431027,1.8514610503805624,57.40654764417057,57.61335978277691,36.35954360640977,610.3637817309615
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,1404356,1338726,1046981,795837,801859,321850,95.0,67.0,249.140593444151,800.793081111364,64.15584047748096,0.8533066921748893,44.360618634477554,40.390450895598676,18.611175124848245,58.76620124806586
Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,416677,401331,351738,311322,239125,88533,96.0,81.0,270.09702596771825,552.5036036719521,53.508731455078454,7.210333170301056,49.2099086711639,43.34935971380145,40.7925214325923,180.59020015708748
Goa,South Goa,15.195278658183785,73.941792596877,586,640537,322463,318074,264085,238342,180411,69179,99.0,78.0,260.78867864525364,365.017265077609,55.19437916761103,7.007749718680042,51.34735360427527,46.28916112973323,40.63373533259375,183.78808395396072
